Description,Count,GeneRatio,BgRatio,p.adjust,ENTREZIDs,SYMBOLs,ENSEMBLIDs,category
GO_MESENCHYME_DEVELOPMENT,7,7/560,268/16881,0.8770474176167061,20354/214968/18186/97064/20846/14268/16449,Sema4d/Sema6d/Nrp1/Wwtr1/Stat1/Fn1/Jag1,ENSMUSG00000021451/ENSMUSG00000027200/ENSMUSG00000025810/ENSMUSG00000027803/ENSMUSG00000026104/ENSMUSG00000026193/ENSMUSG00000027276,C5
GO_RESPONSE_TO_KETONE,5,5/560,198/16881,0.8772697956342255,21825/13001/66521/16561/69719,Thbs1/Csnk2b/Rwdd1/Kif1b/Cad,ENSMUSG00000040152/ENSMUSG00000024387/ENSMUSG00000019782/ENSMUSG00000063077/ENSMUSG00000013629,C5
GO_CALCIUM_CHANNEL_REGULATOR_ACTIVITY,1,1/560,47/16881,0.8781107214094953,18751,Prkcb,ENSMUSG00000052889,C5
GO_ENDOCRINE_HORMONE_SECRETION,1,1/560,47/16881,0.8781107214094953,80885,Hcar2,ENSMUSG00000045502,C5
GO_GLIAL_CELL_PROLIFERATION,1,1/560,47/16881,0.8781107214094953,12978,Csf1r,ENSMUSG00000024621,C5
GO_INTRINSIC_COMPONENT_OF_SYNAPTIC_VESICLE_MEMBRANE,1,1/560,47/16881,0.8781107214094953,229521,Syt11,ENSMUSG00000068923,C5
GO_LACTATION,1,1/560,47/16881,0.8781107214094953,69719,Cad,ENSMUSG00000013629,C5
GO_MALE_MEIOTIC_NUCLEAR_DIVISION,1,1/560,47/16881,0.8781107214094953,54427,Dnmt3l,ENSMUSG00000000730,C5
GO_MEMBRANE_REPOLARIZATION,1,1/560,47/16881,0.8781107214094953,192176,Flna,ENSMUSG00000031328,C5
GO_NADP_BINDING,1,1/560,47/16881,0.8781107214094953,18126,Nos2,ENSMUSG00000020826,C5
GO_NEURON_MATURATION,1,1/560,47/16881,0.8781107214094953,56386,B4galt6,ENSMUSG00000056124,C5
GO_PEPTIDYL_PROLINE_MODIFICATION,1,1/560,47/16881,0.8781107214094953,268373,Ppia,ENSMUSG00000071866,C5
GO_POSITIVE_REGULATION_OF_HEART_GROWTH,1,1/560,47/16881,0.8781107214094953,16000,Igf1,ENSMUSG00000020053,C5
GO_REGULATION_OF_CARDIAC_MUSCLE_CELL_DIFFERENTIATION,1,1/560,47/16881,0.8781107214094953,16000,Igf1,ENSMUSG00000020053,C5
GO_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION,1,1/560,47/16881,0.8781107214094953,17132,Maf,ENSMUSG00000055435,C5
GO_REGULATION_OF_LAMELLIPODIUM_ORGANIZATION,1,1/560,47/16881,0.8781107214094953,68732,Carmil1,ENSMUSG00000021338,C5
GO_REGULATION_OF_MEMBRANE_DEPOLARIZATION,1,1/560,47/16881,0.8781107214094953,14199,Fhl1,ENSMUSG00000023092,C5
GO_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY,1,1/560,47/16881,0.8781107214094953,12568,Cdk5,ENSMUSG00000028969,C5
GO_EMBRYONIC_PLACENTA_DEVELOPMENT,2,2/560,88/16881,0.8781107214094953,12608/13819,Cebpb/Epas1,ENSMUSG00000056501/ENSMUSG00000024140,C5
GO_ODONTOGENESIS_OF_DENTIN_CONTAINING_TOOTH,2,2/560,88/16881,0.8781107214094953,66049/12028,Rogdi/Bax,ENSMUSG00000022540/ENSMUSG00000003873,C5
GO_REGULATION_OF_DENDRITE_MORPHOGENESIS,2,2/560,88/16881,0.8781107214094953,20354/12568,Sema4d/Cdk5,ENSMUSG00000021451/ENSMUSG00000028969,C5
GO_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,2,2/560,88/16881,0.8781107214094953,97064/16449,Wwtr1/Jag1,ENSMUSG00000027803/ENSMUSG00000027276,C5
GO_NUCLEUS_ORGANIZATION,3,3/560,126/16881,0.8781107214094953,18751/101706/68953,Prkcb/Numa1/Chmp2a,ENSMUSG00000052889/ENSMUSG00000066306/ENSMUSG00000033916,C5
GO_ODONTOGENESIS,3,3/560,126/16881,0.8781107214094953,66049/20969/12028,Rogdi/Sdc1/Bax,ENSMUSG00000022540/ENSMUSG00000020592/ENSMUSG00000003873,C5
GO_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES,4,4/560,163/16881,0.8781107214094953,72333/54725/140570/12561,Palld/Cadm1/Plxnb2/Cdh4,ENSMUSG00000058056/ENSMUSG00000032076/ENSMUSG00000036606/ENSMUSG00000000305,C5
GO_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION,5,5/560,199/16881,0.8781107214094953,18186/21825/11816/243362/13001,Nrp1/Thbs1/Apoe/Stard13/Csnk2b,ENSMUSG00000025810/ENSMUSG00000040152/ENSMUSG00000002985/ENSMUSG00000016128/ENSMUSG00000024387,C5
GO_CAMERA_TYPE_EYE_DEVELOPMENT,8,8/560,303/16881,0.8781107214094953,210992/19126/17132/18186/77579/17158/16449/12028,Lpcat1/Prom1/Maf/Nrp1/Myh10/Man2a1/Jag1/Bax,ENSMUSG00000021608/ENSMUSG00000029086/ENSMUSG00000055435/ENSMUSG00000025810/ENSMUSG00000020900/ENSMUSG00000024085/ENSMUSG00000027276/ENSMUSG00000003873,C5
GO_RESPONSE_TO_ALCOHOL,6,6/560,235/16881,0.8782037535802709,12774/11303/11810/11305/20848/69719,Ccr5/Abca1/Apobec1/Abca2/Stat3/Cad,ENSMUSG00000079227/ENSMUSG00000015243/ENSMUSG00000040613/ENSMUSG00000026944/ENSMUSG00000004040/ENSMUSG00000013629,C5
GO_MEMBRANE_LIPID_METABOLIC_PROCESS,5,5/560,200/16881,0.8796078643073683,30963/23943/223753/56386/12028,Hacd1/Esyt1/Cerk/B4galt6/Bax,ENSMUSG00000063275/ENSMUSG00000025366/ENSMUSG00000035891/ENSMUSG00000056124/ENSMUSG00000003873,C5
GO_EXTRINSIC_COMPONENT_OF_CYTOPLASMIC_SIDE_OF_PLASMA_MEMBRANE,2,2/560,89/16881,0.8815283522044572,17179/23943,Matk/Esyt1,ENSMUSG00000004933/ENSMUSG00000025366,C5
GO_MITOCHONDRIAL_TRANSLATIONAL_TERMINATION,2,2/560,89/16881,0.8815283522044572,121022/67681,Mrps6/Mrpl18,ENSMUSG00000039680/ENSMUSG00000057388,C5
GO_CRANIAL_NERVE_DEVELOPMENT,1,1/560,48/16881,0.8821048919224701,18186,Nrp1,ENSMUSG00000025810,C5
GO_EMBRYO_IMPLANTATION,1,1/560,48/16881,0.8821048919224701,53614,Reck,ENSMUSG00000028476,C5
GO_NEUROMUSCULAR_JUNCTION_DEVELOPMENT,1,1/560,48/16881,0.8821048919224701,210274,Shank2,ENSMUSG00000037541,C5
GO_NUCLEOSOMAL_DNA_BINDING,1,1/560,48/16881,0.8821048919224701,15331,Hmgn2,ENSMUSG00000003038,C5
GO_RESPONSE_TO_AMINO_ACID_STARVATION,1,1/560,48/16881,0.8821048919224701,11911,Atf4,ENSMUSG00000042406,C5
GO_RESPONSE_TO_EPIDERMAL_GROWTH_FACTOR,1,1/560,48/16881,0.8821048919224701,69719,Cad,ENSMUSG00000013629,C5
GO_RESPONSE_TO_FUNGUS,1,1/560,48/16881,0.8821048919224701,332579,Card9,ENSMUSG00000026928,C5
GO_CARDIAC_CHAMBER_MORPHOGENESIS,3,3/560,128/16881,0.8821048919224701,18186/18129/16449,Nrp1/Notch2/Jag1,ENSMUSG00000025810/ENSMUSG00000027878/ENSMUSG00000027276,C5
GO_FEMALE_GAMETE_GENERATION,3,3/560,128/16881,0.8821048919224701,74229/16000/16190,Paqr8/Igf1/Il4ra,ENSMUSG00000025931/ENSMUSG00000020053/ENSMUSG00000030748,C5
GO_MESODERM_DEVELOPMENT,3,3/560,128/16881,0.8821048919224701,17179/16452/241226,Matk/Jak2/Itga8,ENSMUSG00000004933/ENSMUSG00000024789/ENSMUSG00000026768,C5
GO_MUSCLE_ADAPTATION,3,3/560,128/16881,0.8821048919224701,67092/16000/16168,Gatm/Igf1/Il15,ENSMUSG00000027199/ENSMUSG00000020053/ENSMUSG00000031712,C5
GO_MONOCARBOXYLIC_ACID_TRANSPORT,4,4/560,165/16881,0.8821048919224701,21825/11816/18126/18782,Thbs1/Apoe/Nos2/Pla2g2d,ENSMUSG00000040152/ENSMUSG00000002985/ENSMUSG00000020826/ENSMUSG00000041202,C5
GO_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE,5,5/560,201/16881,0.8821048919224701,229521/20910/18751/12568/320405,Syt11/Stxbp1/Prkcb/Cdk5/Cadps2,ENSMUSG00000068923/ENSMUSG00000026797/ENSMUSG00000052889/ENSMUSG00000028969/ENSMUSG00000017978,C5
GO_TUBE_CLOSURE,2,2/560,90/16881,0.8841865025810834,140570/59024,Plxnb2/Med12,ENSMUSG00000036606/ENSMUSG00000079487,C5
GO_FOREBRAIN_DEVELOPMENT,10,10/560,377/16881,0.8862511212984537,12978/16409/18186/77579/67299/192176/66154/15531/12568/12028,Csf1r/Itgam/Nrp1/Myh10/Dock7/Flna/Tmem14c/Ndst1/Cdk5/Bax,ENSMUSG00000024621/ENSMUSG00000030786/ENSMUSG00000025810/ENSMUSG00000020900/ENSMUSG00000028556/ENSMUSG00000031328/ENSMUSG00000021361/ENSMUSG00000054008/ENSMUSG00000028969/ENSMUSG00000003873,C5
GO_AMINO_ACID_ACTIVATION,1,1/560,49/16881,0.8866437596224195,102436,Lars2,ENSMUSG00000035202,C5
GO_CALCIUM_DEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES,1,1/560,49/16881,0.8866437596224195,12561,Cdh4,ENSMUSG00000000305,C5
GO_CARBON_CARBON_LYASE_ACTIVITY,1,1/560,49/16881,0.8866437596224195,18263,Odc1,ENSMUSG00000011179,C5
GO_GLUTAMATE_RECEPTOR_BINDING,1,1/560,49/16881,0.8866437596224195,210274,Shank2,ENSMUSG00000037541,C5
GO_NEGATIVE_REGULATION_OF_GTPASE_ACTIVITY,1,1/560,49/16881,0.8866437596224195,98402,Sh3bp4,ENSMUSG00000036206,C5
GO_OOCYTE_DIFFERENTIATION,1,1/560,49/16881,0.8866437596224195,16000,Igf1,ENSMUSG00000020053,C5
GO_P38MAPK_CASCADE,1,1/560,49/16881,0.8866437596224195,26407,Map3k4,ENSMUSG00000014426,C5
GO_PROTEIN_KINASE_C_BINDING,1,1/560,49/16881,0.8866437596224195,18751,Prkcb,ENSMUSG00000052889,C5
GO_REGULATION_OF_FATTY_ACID_BIOSYNTHETIC_PROCESS,1,1/560,49/16881,0.8866437596224195,228775,Trib3,ENSMUSG00000032715,C5
GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_MEDIATED_BY_A_CHEMICAL_SIGNAL,1,1/560,49/16881,0.8866437596224195,11554,Adrb1,ENSMUSG00000035283,C5
GO_MITOTIC_CELL_CYCLE_CHECKPOINT,4,4/560,167/16881,0.8866437596224195,80280/11789/19941/12028,Cdk5rap3/Apc/Rpl26/Bax,ENSMUSG00000018669/ENSMUSG00000005871/ENSMUSG00000060938/ENSMUSG00000003873,C5
GO_BASEMENT_MEMBRANE,2,2/560,91/16881,0.8867039679346729,21810/14268,Tgfbi/Fn1,ENSMUSG00000035493/ENSMUSG00000026193,C5
GO_SOMITE_DEVELOPMENT,2,2/560,91/16881,0.8867039679346729,79362/59024,Bhlhe41/Med12,ENSMUSG00000030256/ENSMUSG00000079487,C5
GO_COFACTOR_BIOSYNTHETIC_PROCESS,5,5/560,204/16881,0.8882907134797309,30963/70789/66454/66154/20848,Hacd1/Kynu/Nmnat1/Tmem14c/Stat3,ENSMUSG00000063275/ENSMUSG00000026866/ENSMUSG00000028992/ENSMUSG00000021361/ENSMUSG00000004040,C5
GO_STEROID_METABOLIC_PROCESS,8,8/560,310/16881,0.8883536863568096,16847/71720/11303/19883/11816/56453/66508/676527,Lepr/Osbpl3/Abca1/Rora/Apoe/Mbtps1/Lamtor1/Gm12248,ENSMUSG00000057722/ENSMUSG00000029822/ENSMUSG00000015243/ENSMUSG00000032238/ENSMUSG00000002985/ENSMUSG00000031835/ENSMUSG00000030842/ENSMUSG00000086962,C5
GO_BRUSH_BORDER_MEMBRANE,1,1/560,50/16881,0.8894741486459398,210274,Shank2,ENSMUSG00000037541,C5
GO_DYNEIN_COMPLEX,1,1/560,50/16881,0.8894741486459398,56455,Dynll1,ENSMUSG00000009013,C5
GO_E_BOX_BINDING,1,1/560,50/16881,0.8894741486459398,79362,Bhlhe41,ENSMUSG00000030256,C5
GO_NEGATIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,1,1/560,50/16881,0.8894741486459398,20304,Ccl5,ENSMUSG00000035042,C5
GO_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING,1,1/560,50/16881,0.8894741486459398,19359,Rad23b,ENSMUSG00000028426,C5
GO_POSITIVE_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS,1,1/560,50/16881,0.8894741486459398,12010,B2m,ENSMUSG00000060802,C5
GO_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE,1,1/560,50/16881,0.8894741486459398,26407,Map3k4,ENSMUSG00000014426,C5
GO_POTASSIUM_CHANNEL_REGULATOR_ACTIVITY,1,1/560,50/16881,0.8894741486459398,192176,Flna,ENSMUSG00000031328,C5
GO_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_BINDING,1,1/560,50/16881,0.8894741486459398,23886,Gdf15,ENSMUSG00000038508,C5
GO_DNA_GEOMETRIC_CHANGE,2,2/560,92/16881,0.8894741486459398,78294/19359,Rps27a/Rad23b,ENSMUSG00000020460/ENSMUSG00000028426,C5
GO_REGULATION_OF_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT,2,2/560,92/16881,0.8894741486459398,16000/19766,Igf1/Ripk1,ENSMUSG00000020053/ENSMUSG00000021408,C5
GO_REGULATION_OF_ERBB_SIGNALING_PATHWAY,2,2/560,92/16881,0.8894741486459398,69710/19271,Arap1/Ptprj,ENSMUSG00000032812/ENSMUSG00000025314,C5
GO_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS,2,2/560,92/16881,0.8894741486459398,11816/56453,Apoe/Mbtps1,ENSMUSG00000002985/ENSMUSG00000031835,C5
GO_RESPONSE_TO_ANTINEOPLASTIC_AGENT,2,2/560,92/16881,0.8894741486459398,27053/16561,Asns/Kif1b,ENSMUSG00000029752/ENSMUSG00000063077,C5
GO_TRANSLATIONAL_ELONGATION,3,3/560,131/16881,0.8894741486459398,121022/14904/67681,Mrps6/Gtpbp1/Mrpl18,ENSMUSG00000039680/ENSMUSG00000042535/ENSMUSG00000057388,C5
GO_ORGANIC_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,5,5/560,205/16881,0.8894741486459398,246049/50934/235504/20510/17250,Slc36a2/Slc7a8/Slc17a5/Slc1a1/Abcc1,ENSMUSG00000020264/ENSMUSG00000022180/ENSMUSG00000049624/ENSMUSG00000024935/ENSMUSG00000023088,C5
GO_CHROMATIN_ASSEMBLY_OR_DISASSEMBLY,4,4/560,169/16881,0.8899704641655795,381280/319190/53890/77044,Hjurp/Hist2h2be/Sart3/Arid2,ENSMUSG00000044783/ENSMUSG00000068854/ENSMUSG00000018974/ENSMUSG00000033237,C5
GO_RESPONSE_TO_CORTICOSTEROID,4,4/560,169/16881,0.8899704641655795,14255/20969/13039/69719,Flt3/Sdc1/Ctsl/Cad,ENSMUSG00000042817/ENSMUSG00000020592/ENSMUSG00000021477/ENSMUSG00000013629,C5
GO_KINETOCHORE,3,3/560,132/16881,0.8918040504133649,381280/11789/56455,Hjurp/Apc/Dynll1,ENSMUSG00000044783/ENSMUSG00000005871/ENSMUSG00000009013,C5
GO_REGULATION_OF_EMBRYONIC_DEVELOPMENT,3,3/560,132/16881,0.8918040504133649,16000/77683/17196,Igf1/Ehmt1/Mbp,ENSMUSG00000020053/ENSMUSG00000036893/ENSMUSG00000041607,C5
GO_REGULATION_OF_CATION_CHANNEL_ACTIVITY,4,4/560,170/16881,0.8932133658850696,64095/210274/20193/15194,Gpr35/Shank2/S100a1/Htt,ENSMUSG00000026271/ENSMUSG00000037541/ENSMUSG00000044080/ENSMUSG00000029104,C5
GO_BODY_MORPHOGENESIS,1,1/560,51/16881,0.8932833887748469,226844,Flvcr1,ENSMUSG00000066595,C5
GO_CELLULAR_RESPONSE_TO_VIRUS,1,1/560,51/16881,0.8932833887748469,17381,Mmp12,ENSMUSG00000049723,C5
GO_COLLAGEN_FIBRIL_ORGANIZATION,1,1/560,51/16881,0.8932833887748469,11568,Aebp1,ENSMUSG00000020473,C5
GO_NEGATIVE_REGULATION_OF_MITOCHONDRION_ORGANIZATION,1,1/560,51/16881,0.8932833887748469,16000,Igf1,ENSMUSG00000020053,C5
GO_POSTREPLICATION_REPAIR,1,1/560,51/16881,0.8932833887748469,78294,Rps27a,ENSMUSG00000020460,C5
GO_REGULATION_OF_NEURONAL_SYNAPTIC_PLASTICITY,1,1/560,51/16881,0.8932833887748469,11816,Apoe,ENSMUSG00000002985,C5
GO_THIOESTER_BIOSYNTHETIC_PROCESS,1,1/560,51/16881,0.8932833887748469,30963,Hacd1,ENSMUSG00000063275,C5
GO_METHYLATION,9,9/560,348/16881,0.8932833887748469,54427/52463/57295/68215/77683/14013/20926/70673/22083,Dnmt3l/Tet1/Icmt/Fam98b/Ehmt1/Mecom/Supt6/Prdm16/Ctr9,ENSMUSG00000000730/ENSMUSG00000047146/ENSMUSG00000039662/ENSMUSG00000027349/ENSMUSG00000036893/ENSMUSG00000027684/ENSMUSG00000002052/ENSMUSG00000039410/ENSMUSG00000005609,C5
GO_GENE_SILENCING_BY_RNA,10,10/560,383/16881,0.8932833887748469,217827/227699/29806/320727/20020/20848/54563/56417/19766/69833,Nrde2/Nup188/Limd1/Ipo8/Polr2a/Stat3/Nup210/Adar/Ripk1/Polr2f,ENSMUSG00000021179/ENSMUSG00000052533/ENSMUSG00000025239/ENSMUSG00000040029/ENSMUSG00000005198/ENSMUSG00000004040/ENSMUSG00000030091/ENSMUSG00000027951/ENSMUSG00000021408/ENSMUSG00000033020,C5
GO_SIGNAL_TRANSDUCTION_IN_RESPONSE_TO_DNA_DAMAGE,3,3/560,133/16881,0.8936139422082199,13548/19941/12028,Dyrk1a/Rpl26/Bax,ENSMUSG00000022897/ENSMUSG00000060938/ENSMUSG00000003873,C5
GO_SMOOTHENED_SIGNALING_PATHWAY,3,3/560,133/16881,0.8936139422082199,19883/19207/15531,Rora/Ptch2/Ndst1,ENSMUSG00000032238/ENSMUSG00000028681/ENSMUSG00000054008,C5
GO_ORGANELLE_MEMBRANE_FUSION,2,2/560,94/16881,0.8940636333946658,20910/11736,Stxbp1/Ankfy1,ENSMUSG00000026797/ENSMUSG00000020790,C5
GO_REGULATION_OF_CARBOHYDRATE_BIOSYNTHETIC_PROCESS,2,2/560,94/16881,0.8940636333946658,16847/16000,Lepr/Igf1,ENSMUSG00000057722/ENSMUSG00000020053,C5
GO_REGULATION_OF_LIPASE_ACTIVITY,2,2/560,94/16881,0.8940636333946658,12273/20304,C5ar1/Ccl5,ENSMUSG00000049130/ENSMUSG00000035042,C5
GO_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION,2,2/560,94/16881,0.8940636333946658,192176/53311,Flna/Mybph,ENSMUSG00000031328/ENSMUSG00000042451,C5
GO_COFACTOR_BINDING,13,13/560,486/16881,0.8940636333946658,236539/19309/66971/54219/27053/217721/226844/70789/72054/11428/18126/64292/16452,Phgdh/Pygm/Cdk5rap1/Cd320/Asns/Flvcr2/Flvcr1/Kynu/Cyp4f18/Aco1/Nos2/Ptges/Jak2,ENSMUSG00000053398/ENSMUSG00000032648/ENSMUSG00000027487/ENSMUSG00000002308/ENSMUSG00000029752/ENSMUSG00000034258/ENSMUSG00000066595/ENSMUSG00000026866/ENSMUSG00000003484/ENSMUSG00000028405/ENSMUSG00000020826/ENSMUSG00000050737/ENSMUSG00000024789,C5
GO_3_5_EXONUCLEASE_ACTIVITY,1,1/560,52/16881,0.8952009716926307,18975,Polg,ENSMUSG00000039176,C5
GO_CENTROMERE_COMPLEX_ASSEMBLY,1,1/560,52/16881,0.8952009716926307,381280,Hjurp,ENSMUSG00000044783,C5
GO_DNA_SYNTHESIS_INVOLVED_IN_DNA_REPAIR,1,1/560,52/16881,0.8952009716926307,78294,Rps27a,ENSMUSG00000020460,C5
GO_DOPAMINE_TRANSPORT,1,1/560,52/16881,0.8952009716926307,229521,Syt11,ENSMUSG00000068923,C5
GO_HOMOLOGOUS_RECOMBINATION,1,1/560,52/16881,0.8952009716926307,19364,Rad51d,ENSMUSG00000018841,C5
GO_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_ACTIVITY,1,1/560,52/16881,0.8952009716926307,11554,Adrb1,ENSMUSG00000035283,C5
GO_REGULATION_OF_LIPID_CATABOLIC_PROCESS,1,1/560,52/16881,0.8952009716926307,80885,Hcar2,ENSMUSG00000045502,C5
GO_RESPONSE_TO_BRONCHODILATOR,1,1/560,52/16881,0.8952009716926307,67865,Rgs10,ENSMUSG00000030844,C5
GO_RESPONSE_TO_COCAINE,1,1/560,52/16881,0.8952009716926307,12568,Cdk5,ENSMUSG00000028969,C5
GO_RESPONSE_TO_NERVE_GROWTH_FACTOR,1,1/560,52/16881,0.8952009716926307,16561,Kif1b,ENSMUSG00000063077,C5
GO_SODIUM_ION_HOMEOSTASIS,1,1/560,52/16881,0.8952009716926307,232975,Atp1a3,ENSMUSG00000040907,C5
GO_T_TUBULE,1,1/560,52/16881,0.8952009716926307,100041194,Ahnak2,ENSMUSG00000072812,C5
GO_TELOMERE_CAPPING,1,1/560,52/16881,0.8952009716926307,26407,Map3k4,ENSMUSG00000014426,C5
GO_DIGESTION,3,3/560,134/16881,0.8952009716926307,16534/12847/11428,Kcnn4/Copa/Aco1,ENSMUSG00000054342/ENSMUSG00000026553/ENSMUSG00000028405,C5
GO_SKIN_DEVELOPMENT,10,10/560,385/16881,0.8952009716926307,72333/13038/101706/110310/17979/19207/494504/16449/13039/71913,Palld/Ctsk/Numa1/Krt7/Ncoa3/Ptch2/Apcdd1/Jag1/Ctsl/Tmem79,ENSMUSG00000058056/ENSMUSG00000028111/ENSMUSG00000066306/ENSMUSG00000023039/ENSMUSG00000027678/ENSMUSG00000028681/ENSMUSG00000071847/ENSMUSG00000027276/ENSMUSG00000021477/ENSMUSG00000001420,C5
GO_NEGATIVE_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORT,2,2/560,95/16881,0.8956408265163631,64095/21825,Gpr35/Thbs1,ENSMUSG00000026271/ENSMUSG00000040152,C5
GO_DNA_REPLICATION_INDEPENDENT_NUCLEOSOME_ORGANIZATION,1,1/560,53/16881,0.8970819141241564,381280,Hjurp,ENSMUSG00000044783,C5
GO_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION,1,1/560,53/16881,0.8970819141241564,12028,Bax,ENSMUSG00000003873,C5
GO_NEGATIVE_REGULATION_OF_ERBB_SIGNALING_PATHWAY,1,1/560,53/16881,0.8970819141241564,19271,Ptprj,ENSMUSG00000025314,C5
GO_POSITIVE_REGULATION_OF_ATPASE_ACTIVITY,1,1/560,53/16881,0.8970819141241564,56455,Dynll1,ENSMUSG00000009013,C5
GO_POSITIVE_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION,1,1/560,53/16881,0.8970819141241564,192176,Flna,ENSMUSG00000031328,C5
GO_PROTEIN_TRANSPORT_WITHIN_LIPID_BILAYER,1,1/560,53/16881,0.8970819141241564,12484,Cd24a,ENSMUSG00000047139,C5
GO_REGULATION_OF_MYOBLAST_DIFFERENTIATION,1,1/560,53/16881,0.8970819141241564,57266,Cxcl14,ENSMUSG00000021508,C5
GO_RNA_POLYMERASE_II_TRANSCRIPTION_FACTOR_BINDING,1,1/560,53/16881,0.8970819141241564,11911,Atf4,ENSMUSG00000042406,C5
GO_9PLUS2_MOTILE_CILIUM,2,2/560,96/16881,0.8970819141241564,17427/69387,Mns1/Dnajb13,ENSMUSG00000032221/ENSMUSG00000030708,C5
GO_AZUROPHIL_GRANULE_LUMEN,2,2/560,96/16881,0.8970819141241564,54473/18813,Tollip/Pa2g4,ENSMUSG00000025139/ENSMUSG00000025364,C5
GO_RESPONSE_TO_LEUKEMIA_INHIBITORY_FACTOR,2,2/560,96/16881,0.8970819141241564,216161/21888,Sbno2/Tle4,ENSMUSG00000035673/ENSMUSG00000024642,C5
GO_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,3,3/560,136/16881,0.8970819141241564,11554/11303/14744,Adrb1/Abca1/Gpr65,ENSMUSG00000035283/ENSMUSG00000015243/ENSMUSG00000021886,C5
GO_NON_MOTILE_CILIUM,3,3/560,136/16881,0.8970819141241564,17152/19126/210274,Mak/Prom1/Shank2,ENSMUSG00000021363/ENSMUSG00000029086/ENSMUSG00000037541,C5
GO_SODIUM_ION_TRANSMEMBRANE_TRANSPORT,3,3/560,136/16881,0.8970819141241564,232975/28240/105722,Atp1a3/Trpm2/Ano6,ENSMUSG00000040907/ENSMUSG00000009292/ENSMUSG00000064210,C5
GO_ALCOHOL_BIOSYNTHETIC_PROCESS,4,4/560,173/16881,0.8970819141241564,11816/18797/56453/69718,Apoe/Plcb3/Mbtps1/Ipmk,ENSMUSG00000002985/ENSMUSG00000024960/ENSMUSG00000031835/ENSMUSG00000060733,C5
GO_NUCLEOSIDE_PHOSPHATE_METABOLIC_PROCESS,5,5/560,211/16881,0.8970819141241564,19883/11565/66454/14904/11717,Rora/Adssl1/Nmnat1/Gtpbp1/Ampd3,ENSMUSG00000032238/ENSMUSG00000011148/ENSMUSG00000028992/ENSMUSG00000042535/ENSMUSG00000005686,C5
GO_RIBONUCLEOPROTEIN_GRANULE,5,5/560,211/16881,0.8970819141241564,29806/74370/20104/50783/75901,Limd1/Rptor/Rps6/Lsm4/Dcp1a,ENSMUSG00000025239/ENSMUSG00000025583/ENSMUSG00000028495/ENSMUSG00000031848/ENSMUSG00000021962,C5
GO_PEPTIDE_HORMONE_SECRETION,6,6/560,246/16881,0.8970819141241564,20304/238377/56455/18126/18627/16452,Ccl5/Gpr68/Dynll1/Nos2/Per2/Jak2,ENSMUSG00000035042/ENSMUSG00000047415/ENSMUSG00000009013/ENSMUSG00000020826/ENSMUSG00000055866/ENSMUSG00000024789,C5
GO_ORGANIC_ACID_CATABOLIC_PROCESS,6,6/560,247/16881,0.8970819141241564,70789/72054/66253/18126/246221/76187,Kynu/Cyp4f18/Aig1/Nos2/Mpst/Adhfe1,ENSMUSG00000026866/ENSMUSG00000003484/ENSMUSG00000019806/ENSMUSG00000020826/ENSMUSG00000071711/ENSMUSG00000025911,C5
GO_EMBRYONIC_ORGAN_MORPHOGENESIS,7,7/560,283/16881,0.8970819141241564,17387/226844/110253/15531/59024/109934/241226,Mmp14/Flvcr1/Triobp/Ndst1/Med12/Abr/Itga8,ENSMUSG00000000957/ENSMUSG00000066595/ENSMUSG00000033088/ENSMUSG00000054008/ENSMUSG00000079487/ENSMUSG00000017631/ENSMUSG00000026768,C5
