Description,Count,GeneRatio,BgRatio,p.adjust,ENTREZIDs,SYMBOLs,ENSEMBLIDs,category,module
HALLMARK_TNFA_SIGNALING_VIA_NFKB,7,7/62,200/4395,0.2658123735565298,21664/70789/230734/18787/20621/16173/18793,Phlda1/Kynu/Yrdc/Serpine1/Snn/Il18/Plaur,ENSMUSG00000020205/ENSMUSG00000026866/ENSMUSG00000028889/ENSMUSG00000037411/ENSMUSG00000037972/ENSMUSG00000039217/ENSMUSG00000046223,H,7
HALLMARK_XENOBIOTIC_METABOLISM,7,7/62,202/4395,0.2658123735565298,17161/66082/70789/17750/18787/51798/20733,Maoa/Abhd6/Kynu/Mt2/Serpine1/Ech1/Spint2,ENSMUSG00000025037/ENSMUSG00000025277/ENSMUSG00000026866/ENSMUSG00000031762/ENSMUSG00000037411/ENSMUSG00000053898/ENSMUSG00000074227,H,7
HALLMARK_ESTROGEN_RESPONSE_LATE,7,7/62,206/4395,0.2658123735565298,12550/54135/16795/14302/64058/72169/107586,Cdh1/Lsr/Large1/Frk/Perp/Trim29/Ovol2,ENSMUSG00000000303/ENSMUSG00000001247/ENSMUSG00000004383/ENSMUSG00000019779/ENSMUSG00000019851/ENSMUSG00000032013/ENSMUSG00000037279,H,7
HALLMARK_UV_RESPONSE_DN,5,5/62,144/4395,0.3755593525181779,19016/109552/99633/18787/20238,Pparg/Sri/Adgrl2/Serpine1/Atxn1,ENSMUSG00000000440/ENSMUSG00000003161/ENSMUSG00000028184/ENSMUSG00000037411/ENSMUSG00000046876,H,7
HALLMARK_ADIPOGENESIS,6,6/62,200/4395,0.3755593525181779,19016/27362/109019/16651/216820/51798,Pparg/Dnajb9/Nabp1/Sspn/Dhrs7b/Ech1,ENSMUSG00000000440/ENSMUSG00000014905/ENSMUSG00000026107/ENSMUSG00000030255/ENSMUSG00000042569/ENSMUSG00000053898,H,7
HALLMARK_MYOGENESIS,6,6/62,200/4395,0.3755593525181779,16795/14199/97064/16651/93739/19309,Large1/Fhl1/Wwtr1/Sspn/Gabarapl2/Pygm,ENSMUSG00000004383/ENSMUSG00000023092/ENSMUSG00000027803/ENSMUSG00000030255/ENSMUSG00000031950/ENSMUSG00000032648,H,7
HALLMARK_ANDROGEN_RESPONSE,4,4/62,111/4395,0.37811892015961224,66384/27362/17152/22596,Srp19/Dnajb9/Mak/Xrcc5,ENSMUSG00000014504/ENSMUSG00000014905/ENSMUSG00000021363/ENSMUSG00000026187,H,7
HALLMARK_CHOLESTEROL_HOMEOSTASIS,3,3/62,74/4395,0.40926669341535604,19016/18793/51798,Pparg/Plaur/Ech1,ENSMUSG00000000440/ENSMUSG00000046223/ENSMUSG00000053898,H,7
HALLMARK_INFLAMMATORY_RESPONSE,5,5/62,199/4395,0.5451805994462015,109552/18787/24115/16173/18793,Sri/Serpine1/Best1/Il18/Plaur,ENSMUSG00000003161/ENSMUSG00000037411/ENSMUSG00000037418/ENSMUSG00000039217/ENSMUSG00000046223,H,7
HALLMARK_ESTROGEN_RESPONSE_EARLY,5,5/62,200/4395,0.5451805994462015,14302/171531/107586/381269/71529,Frk/Mlph/Ovol2/Mreg/Kazn,ENSMUSG00000019779/ENSMUSG00000026303/ENSMUSG00000037279/ENSMUSG00000039395/ENSMUSG00000040606,H,7
HALLMARK_HYPOXIA,5,5/62,201/4395,0.5451805994462015,16795/17750/19309/18787/18793,Large1/Mt2/Pygm/Serpine1/Plaur,ENSMUSG00000004383/ENSMUSG00000031762/ENSMUSG00000032648/ENSMUSG00000037411/ENSMUSG00000046223,H,7
HALLMARK_NOTCH_SIGNALING,1,1/62,32/4395,0.8748114144674775,21416,Tcf7l2,ENSMUSG00000024985,H,7
HALLMARK_ANGIOGENESIS,1,1/62,36/4395,0.8748114144674775,14314,Fstl1,ENSMUSG00000022816,H,7
HALLMARK_APICAL_SURFACE,1,1/62,44/4395,0.8748114144674775,18793,Plaur,ENSMUSG00000046223,H,7
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,1,1/62,49/4395,0.8748114144674775,59041,Stk25,ENSMUSG00000026277,H,7
HALLMARK_IL6_JAK_STAT3_SIGNALING,1,1/62,88/4395,0.8748114144674775,16847,Lepr,ENSMUSG00000057722,H,7
HALLMARK_PROTEIN_SECRETION,1,1/62,96/4395,0.8748114144674775,16651,Sspn,ENSMUSG00000030255,H,7
HALLMARK_INTERFERON_ALPHA_RESPONSE,1,1/62,102/4395,0.8748114144674775,66355,Gmpr,ENSMUSG00000000253,H,7
HALLMARK_PI3K_AKT_MTOR_SIGNALING,1,1/62,105/4395,0.8748114144674775,20491,Sla,ENSMUSG00000022372,H,7
HALLMARK_PEROXISOME,2,2/62,107/4395,0.8748114144674775,20238/51798,Atxn1/Ech1,ENSMUSG00000046876/ENSMUSG00000053898,H,7
HALLMARK_BILE_ACID_METABOLISM,2,2/62,113/4395,0.8748114144674775,20238/69129,Atxn1/Pex11g,ENSMUSG00000046876/ENSMUSG00000069633,H,7
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,2,2/62,113/4395,0.8748114144674775,27362/109019,Dnajb9/Nabp1,ENSMUSG00000014905/ENSMUSG00000026107,H,7
HALLMARK_COAGULATION,2,2/62,141/4395,0.8748114144674775,13038/18787,Ctsk/Serpine1,ENSMUSG00000028111/ENSMUSG00000037411,H,7
HALLMARK_FATTY_ACID_METABOLISM,2,2/62,160/4395,0.8748114144674775,17161/51798,Maoa/Ech1,ENSMUSG00000025037/ENSMUSG00000053898,H,7
HALLMARK_UV_RESPONSE_UP,2,2/62,162/4395,0.8748114144674775,17161/59041,Maoa/Stk25,ENSMUSG00000025037/ENSMUSG00000026277,H,7
HALLMARK_HEME_METABOLISM,2,2/62,195/4395,0.8748114144674775,21969/666468,Top1/Atg4a,ENSMUSG00000070544/ENSMUSG00000079418,H,7
HALLMARK_APICAL_JUNCTION,2,2/62,199/4395,0.8748114144674775,12550/73178,Cdh1/Wasl,ENSMUSG00000000303/ENSMUSG00000029684,H,7
HALLMARK_MITOTIC_SPINDLE,2,2/62,199/4395,0.8748114144674775,73178/217944,Wasl/Rapgef5,ENSMUSG00000029684/ENSMUSG00000041992,H,7
HALLMARK_MTORC1_SIGNALING,2,2/62,200/4395,0.8748114144674775,20491/236539,Sla/Phgdh,ENSMUSG00000022372/ENSMUSG00000053398,H,7
HALLMARK_MYC_TARGETS_V1,2,2/62,200/4395,0.8748114144674775,69692/20641,Hddc2/Snrpd1,ENSMUSG00000000295/ENSMUSG00000002477,H,7
HALLMARK_KRAS_SIGNALING_DN,2,2/62,205/4395,0.8748114144674775,20621/16678,Snn/Krt1,ENSMUSG00000037972/ENSMUSG00000046834,H,7
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,3,3/62,200/4395,0.8748114144674775,14314/18787/18793,Fstl1/Serpine1/Plaur,ENSMUSG00000022816/ENSMUSG00000037411/ENSMUSG00000046223,H,7
HALLMARK_IL2_STAT5_SIGNALING,3,3/62,200/4395,0.8748114144674775,21664/20719/15258,Phlda1/Serpinb6a/Hipk2,ENSMUSG00000020205/ENSMUSG00000060147/ENSMUSG00000061436,H,7
HALLMARK_ALLOGRAFT_REJECTION,3,3/62,204/4395,0.8748114144674775,66211/16173/16678,Rpl3l/Il18/Krt1,ENSMUSG00000002500/ENSMUSG00000039217/ENSMUSG00000046834,H,7
HALLMARK_KRAS_SIGNALING_UP,3,3/62,204/4395,0.8748114144674775,20568/230734/18793,Slpi/Yrdc/Plaur,ENSMUSG00000017002/ENSMUSG00000028889/ENSMUSG00000046223,H,7
HALLMARK_COMPLEMENT,4,4/62,197/4395,0.8748114144674775,70789/14068/18787/18793,Kynu/F7/Serpine1/Plaur,ENSMUSG00000026866/ENSMUSG00000031443/ENSMUSG00000037411/ENSMUSG00000046223,H,7
HALLMARK_G2M_CHECKPOINT,4,4/62,199/4395,0.8748114144674775,20641/17420/17750/21969,Snrpd1/Mnat1/Mt2/Top1,ENSMUSG00000002477/ENSMUSG00000021103/ENSMUSG00000031762/ENSMUSG00000070544,H,7
HALLMARK_INTERFERON_GAMMA_RESPONSE,4,4/62,208/4395,0.8748114144674775,109552/16651/17750/110557,Sri/Sspn/Mt2/H2-Q6,ENSMUSG00000003161/ENSMUSG00000030255/ENSMUSG00000031762/ENSMUSG00000073409,H,7
HALLMARK_SPERMATOGENESIS,1,1/62,135/4395,0.9217590855114709,54137,Acrbp,ENSMUSG00000072770,H,7
HALLMARK_APOPTOSIS,1,1/62,161/4395,0.9454321817799072,16173,Il18,ENSMUSG00000039217,H,7
HALLMARK_OXIDATIVE_PHOSPHORYLATION,1,1/62,198/4395,0.9454321817799072,51798,Ech1,ENSMUSG00000053898,H,7
HALLMARK_P53_PATHWAY,1,1/62,200/4395,0.9454321817799072,64058,Perp,ENSMUSG00000019851,H,7
HALLMARK_MITOTIC_SPINDLE,8,8/62,199/4395,0.24648582015348083,259279/109934/18005/16569/13605/15185/71602/11855,Tubgcp3/Abr/Nek2/Kif3b/Ect2/Hdac6/Myo1e/Arhgap5,ENSMUSG00000000759/ENSMUSG00000017631/ENSMUSG00000026622/ENSMUSG00000027475/ENSMUSG00000027699/ENSMUSG00000031161/ENSMUSG00000032220/ENSMUSG00000035133,H,8
HALLMARK_ESTROGEN_RESPONSE_EARLY,7,7/62,200/4395,0.4174112295838563,23989/27410/225115/14104/23802/116914/226101,Med24/Abca3/Svil/Fasn/Amfr/Slc19a2/Myof,ENSMUSG00000017210/ENSMUSG00000024130/ENSMUSG00000024236/ENSMUSG00000025153/ENSMUSG00000031751/ENSMUSG00000040918/ENSMUSG00000048612,H,8
HALLMARK_NOTCH_SIGNALING,1,1/62,32/4395,0.9485884110160863,207521,Dtx4,ENSMUSG00000039982,H,8
HALLMARK_PANCREAS_BETA_CELLS,1,1/62,40/4395,0.9485884110160863,22337,Vdr,ENSMUSG00000022479,H,8
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,1,1/62,49/4395,0.9485884110160863,13871,Ercc2,ENSMUSG00000030400,H,8
HALLMARK_IL6_JAK_STAT3_SIGNALING,1,1/62,88/4395,0.9485884110160863,16172,Il17ra,ENSMUSG00000002897,H,8
HALLMARK_PROTEIN_SECRETION,1,1/62,96/4395,0.9485884110160863,74006,Dnm1l,ENSMUSG00000022789,H,8
HALLMARK_PEROXISOME,1,1/62,107/4395,0.9485884110160863,66307,Isoc1,ENSMUSG00000024601,H,8
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,1,1/62,113/4395,0.9485884110160863,234699,Edc4,ENSMUSG00000036270,H,8
HALLMARK_SPERMATOGENESIS,1,1/62,135/4395,0.9485884110160863,18005,Nek2,ENSMUSG00000026622,H,8
HALLMARK_APOPTOSIS,1,1/62,161/4395,0.9485884110160863,74006,Dnm1l,ENSMUSG00000022789,H,8
HALLMARK_COMPLEMENT,1,1/62,197/4395,0.9485884110160863,110157,Raf1,ENSMUSG00000000441,H,8
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,1,1/62,200/4395,0.9485884110160863,12847,Copa,ENSMUSG00000026553,H,8
HALLMARK_HYPOXIA,1,1/62,201/4395,0.9485884110160863,11717,Ampd3,ENSMUSG00000005686,H,8
HALLMARK_ALLOGRAFT_REJECTION,1,1/62,204/4395,0.9485884110160863,56468,Socs5,ENSMUSG00000037104,H,8
HALLMARK_CHOLESTEROL_HOMEOSTASIS,2,2/62,74/4395,0.9485884110160863,14104/20250,Fasn/Scd2,ENSMUSG00000025153/ENSMUSG00000025203,H,8
HALLMARK_PI3K_AKT_MTOR_SIGNALING,2,2/62,105/4395,0.9485884110160863,110157/22084,Raf1/Tsc2,ENSMUSG00000000441/ENSMUSG00000002496,H,8
HALLMARK_ANDROGEN_RESPONSE,2,2/62,111/4395,0.9485884110160863,20250/239273,Scd2/Abcc4,ENSMUSG00000025203/ENSMUSG00000032849,H,8
HALLMARK_BILE_ACID_METABOLISM,2,2/62,113/4395,0.9485884110160863,27410/66307,Abca3/Isoc1,ENSMUSG00000024130/ENSMUSG00000024601,H,8
HALLMARK_DNA_REPAIR,2,2/62,150/4395,0.9485884110160863,13194/13871,Ddb1/Ercc2,ENSMUSG00000024740/ENSMUSG00000030400,H,8
HALLMARK_FATTY_ACID_METABOLISM,2,2/62,160/4395,0.9485884110160863,14104/68728,Fasn/Trp53inp2,ENSMUSG00000025153/ENSMUSG00000038375,H,8
HALLMARK_UV_RESPONSE_UP,2,2/62,162/4395,0.9485884110160863,73340/73122,Nptxr/Tgfbrap1,ENSMUSG00000022421/ENSMUSG00000070939,H,8
HALLMARK_OXIDATIVE_PHOSPHORYLATION,2,2/62,198/4395,0.9485884110160863,66865/74143,Pmpca/Opa1,ENSMUSG00000026926/ENSMUSG00000038084,H,8
HALLMARK_IL2_STAT5_SIGNALING,2,2/62,200/4395,0.9485884110160863,71602/225010,Myo1e/Lclat1,ENSMUSG00000032220/ENSMUSG00000054469,H,8
HALLMARK_P53_PATHWAY,2,2/62,200/4395,0.9485884110160863,22337/116914,Vdr/Slc19a2,ENSMUSG00000022479/ENSMUSG00000040918,H,8
HALLMARK_TNFA_SIGNALING_VIA_NFKB,2,2/62,200/4395,0.9485884110160863,21928/19219,Tnfaip2/Ptger4,ENSMUSG00000021281/ENSMUSG00000039942,H,8
HALLMARK_KRAS_SIGNALING_UP,2,2/62,204/4395,0.9485884110160863,18826/74320,Lcp1/Wdr33,ENSMUSG00000021998/ENSMUSG00000024400,H,8
HALLMARK_INTERFERON_GAMMA_RESPONSE,2,2/62,208/4395,0.9485884110160863,21928/66307,Tnfaip2/Isoc1,ENSMUSG00000021281/ENSMUSG00000024601,H,8
HALLMARK_HEME_METABOLISM,3,3/62,195/4395,0.9485884110160863,65246/214597/18023,Xpo7/Sidt2/Nfe2l1,ENSMUSG00000022100/ENSMUSG00000034908/ENSMUSG00000038615,H,8
HALLMARK_APICAL_JUNCTION,3,3/62,199/4395,0.9485884110160863,16151/12385/19261,Ikbkg/Ctnna1/Sirpa,ENSMUSG00000004221/ENSMUSG00000037815/ENSMUSG00000037902,H,8
HALLMARK_INFLAMMATORY_RESPONSE,3,3/62,199/4395,0.9485884110160863,110157/26362/19219,Raf1/Axl/Ptger4,ENSMUSG00000000441/ENSMUSG00000002602/ENSMUSG00000039942,H,8
HALLMARK_ADIPOGENESIS,3,3/62,200/4395,0.9485884110160863,56085/94044/104112,Ubqln1/Bcl2l13/Acly,ENSMUSG00000005312/ENSMUSG00000009112/ENSMUSG00000020917,H,8
HALLMARK_E2F_TARGETS,3,3/62,200/4395,0.9485884110160863,13433/16201/100710,Dnmt1/Ilf3/Pds5b,ENSMUSG00000004099/ENSMUSG00000032178/ENSMUSG00000034021,H,8
HALLMARK_GLYCOLYSIS,3,3/62,200/4395,0.9485884110160863,19348/23989/107029,Kif20a/Med24/Me2,ENSMUSG00000003779/ENSMUSG00000017210/ENSMUSG00000024556,H,8
HALLMARK_MTORC1_SIGNALING,3,3/62,200/4395,0.9485884110160863,104112/20250/27407,Acly/Scd2/Abcf2,ENSMUSG00000020917/ENSMUSG00000025203/ENSMUSG00000028953,H,8
HALLMARK_UV_RESPONSE_DN,4,4/62,144/4395,0.9485884110160863,20975/11990/21813/106583,Synj2/Atrn/Tgfbr2/Scaf8,ENSMUSG00000023805/ENSMUSG00000027312/ENSMUSG00000032440/ENSMUSG00000046201,H,8
HALLMARK_G2M_CHECKPOINT,4,4/62,199/4395,0.9485884110160863,18005/22427/16201/100710,Nek2/Wrn/Ilf3/Pds5b,ENSMUSG00000026622/ENSMUSG00000031583/ENSMUSG00000032178/ENSMUSG00000034021,H,8
HALLMARK_MYOGENESIS,4,4/62,200/4395,0.9485884110160863,22084/225115/20250/83679,Tsc2/Svil/Scd2/Pde4dip,ENSMUSG00000002496/ENSMUSG00000024236/ENSMUSG00000025203/ENSMUSG00000038170,H,8
HALLMARK_ESTROGEN_RESPONSE_LATE,4,4/62,206/4395,0.9485884110160863,19348/27410/23802/226101,Kif20a/Abca3/Amfr/Myof,ENSMUSG00000003779/ENSMUSG00000024130/ENSMUSG00000031751/ENSMUSG00000048612,H,8
HALLMARK_INTERFERON_GAMMA_RESPONSE,8,8/33,208/4395,0.004273915173375474,14990/12575/14102/12369/100038882/15018/80876/667977,H2-M2/Cdkn1a/Fas/Casp7/Isg15/H2-Q7/Ifitm2/Gm8909,ENSMUSG00000016283/ENSMUSG00000023067/ENSMUSG00000024778/ENSMUSG00000025076/ENSMUSG00000035692/ENSMUSG00000060550/ENSMUSG00000060591/ENSMUSG00000073402,H,9
HALLMARK_P53_PATHWAY,5,5/33,200/4395,0.21063587557200278,12444/12575/14102/19143/13849,Ccnd2/Cdkn1a/Fas/St14/Ephx1,ENSMUSG00000000184/ENSMUSG00000023067/ENSMUSG00000024778/ENSMUSG00000031995/ENSMUSG00000038776,H,9
HALLMARK_XENOBIOTIC_METABOLISM,5,5/33,202/4395,0.21063587557200278,15902/14102/13082/14085/13849,Id2/Fas/Cyp26a1/Fah/Ephx1,ENSMUSG00000020644/ENSMUSG00000024778/ENSMUSG00000024987/ENSMUSG00000030630/ENSMUSG00000038776,H,9
HALLMARK_APOPTOSIS,4,4/33,161/4395,0.3026944523325486,12444/12575/14102/12369,Ccnd2/Cdkn1a/Fas/Casp7,ENSMUSG00000000184/ENSMUSG00000023067/ENSMUSG00000024778/ENSMUSG00000025076,H,9
HALLMARK_INTERFERON_ALPHA_RESPONSE,3,3/33,102/4395,0.3122218744280811,100038882/15018/80876,Isg15/H2-Q7/Ifitm2,ENSMUSG00000035692/ENSMUSG00000060550/ENSMUSG00000060591,H,9
HALLMARK_TGF_BETA_SIGNALING,2,2/33,54/4395,0.31402891404809974,15902/12168,Id2/Bmpr2,ENSMUSG00000020644/ENSMUSG00000067336,H,9
HALLMARK_IL2_STAT5_SIGNALING,4,4/33,200/4395,0.31402891404809974,12444/14085/20193/12168,Ccnd2/Fah/S100a1/Bmpr2,ENSMUSG00000000184/ENSMUSG00000030630/ENSMUSG00000044080/ENSMUSG00000067336,H,9
HALLMARK_ALLOGRAFT_REJECTION,4,4/33,204/4395,0.31402891404809974,12444/15001/14102/15018,Ccnd2/H2-Oa/Fas/H2-Q7,ENSMUSG00000000184/ENSMUSG00000024334/ENSMUSG00000024778/ENSMUSG00000060550,H,9
HALLMARK_FATTY_ACID_METABOLISM,3,3/33,160/4395,0.50635165730504506,23945/13849/18207,Mgll/Ephx1/Nthl1,ENSMUSG00000033174/ENSMUSG00000038776/ENSMUSG00000041429,H,9
HALLMARK_PI3K_AKT_MTOR_SIGNALING,2,2/33,105/4395,0.5988682847481351,12575/66350,Cdkn1a/Pla2g12a,ENSMUSG00000023067/ENSMUSG00000027999,H,9
HALLMARK_OXIDATIVE_PHOSPHORYLATION,3,3/33,198/4395,0.5988682847481351,17991/20930/12369,Ndufa2/Surf1/Casp7,ENSMUSG00000014294/ENSMUSG00000015790/ENSMUSG00000025076,H,9
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,3,3/33,200/4395,0.5988682847481351,15902/14102/13518,Id2/Fas/Dst,ENSMUSG00000020644/ENSMUSG00000024778/ENSMUSG00000026131,H,9
HALLMARK_ESTROGEN_RESPONSE_LATE,3,3/33,206/4395,0.5988682847481351,15902/13418/19143,Id2/Dnajc1/St14,ENSMUSG00000020644/ENSMUSG00000026740/ENSMUSG00000031995,H,9
HALLMARK_ANGIOGENESIS,1,1/33,36/4395,0.664038746250909,12444,Ccnd2,ENSMUSG00000000184,H,9
HALLMARK_PANCREAS_BETA_CELLS,1,1/33,40/4395,0.664038746250909,18548,Pcsk1,ENSMUSG00000021587,H,9
HALLMARK_WNT_BETA_CATENIN_SIGNALING,1,1/33,42/4395,0.664038746250909,12444,Ccnd2,ENSMUSG00000000184,H,9
HALLMARK_MYC_TARGETS_V2,1,1/33,58/4395,0.7435058109712627,107071,Wdr74,ENSMUSG00000042729,H,9
HALLMARK_CHOLESTEROL_HOMEOSTASIS,1,1/33,74/4395,0.7435058109712627,20195,S100a11,ENSMUSG00000027907,H,9
HALLMARK_UV_RESPONSE_UP,2,2/33,162/4395,0.7435058109712627,13849/15018,Ephx1/H2-Q7,ENSMUSG00000038776/ENSMUSG00000060550,H,9
HALLMARK_MITOTIC_SPINDLE,2,2/33,199/4395,0.7435058109712627,13518/104252,Dst/Cdc42ep2,ENSMUSG00000026131/ENSMUSG00000045664,H,9
HALLMARK_ADIPOGENESIS,2,2/33,200/4395,0.7435058109712627,14085/23945,Fah/Mgll,ENSMUSG00000030630/ENSMUSG00000033174,H,9
HALLMARK_E2F_TARGETS,2,2/33,200/4395,0.7435058109712627,12575/15361,Cdkn1a/Hmga1,ENSMUSG00000023067/ENSMUSG00000046711,H,9
HALLMARK_TNFA_SIGNALING_VIA_NFKB,2,2/33,200/4395,0.7435058109712627,15902/12575,Id2/Cdkn1a,ENSMUSG00000020644/ENSMUSG00000023067,H,9
HALLMARK_KRAS_SIGNALING_UP,2,2/33,204/4395,0.7435058109712627,12444/15902,Ccnd2/Id2,ENSMUSG00000000184/ENSMUSG00000020644,H,9
HALLMARK_IL6_JAK_STAT3_SIGNALING,1,1/33,88/4395,0.7616726967708591,14102,Fas,ENSMUSG00000024778,H,9
HALLMARK_PROTEIN_SECRETION,1,1/33,96/4395,0.7782230862584625,13518,Dst,ENSMUSG00000026131,H,9
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,1,1/33,113/4395,0.787879888648573,228998,Arfgap1,ENSMUSG00000027575,H,9
HALLMARK_COAGULATION,1,1/33,141/4395,0.787879888648573,20193,S100a1,ENSMUSG00000044080,H,9
HALLMARK_UV_RESPONSE_DN,1,1/33,144/4395,0.787879888648573,23945,Mgll,ENSMUSG00000033174,H,9
HALLMARK_DNA_REPAIR,1,1/33,150/4395,0.787879888648573,20930,Surf1,ENSMUSG00000015790,H,9
HALLMARK_COMPLEMENT,1,1/33,197/4395,0.787879888648573,12369,Casp7,ENSMUSG00000025076,H,9
HALLMARK_APICAL_JUNCTION,1,1/33,199/4395,0.787879888648573,20130,Rras,ENSMUSG00000038387,H,9
HALLMARK_G2M_CHECKPOINT,1,1/33,199/4395,0.787879888648573,15361,Hmga1,ENSMUSG00000046711,H,9
HALLMARK_INFLAMMATORY_RESPONSE,1,1/33,199/4395,0.787879888648573,12575,Cdkn1a,ENSMUSG00000023067,H,9
HALLMARK_ESTROGEN_RESPONSE_EARLY,1,1/33,200/4395,0.787879888648573,66270,Retreg1,ENSMUSG00000022270,H,9
HALLMARK_MTORC1_SIGNALING,1,1/33,200/4395,0.787879888648573,12575,Cdkn1a,ENSMUSG00000023067,H,9
HALLMARK_MYC_TARGETS_V1,1,1/33,200/4395,0.787879888648573,21849,Trim28,ENSMUSG00000005566,H,9
HALLMARK_MYOGENESIS,1,1/33,200/4395,0.787879888648573,12575,Cdkn1a,ENSMUSG00000023067,H,9
HALLMARK_HYPOXIA,1,1/33,201/4395,0.787879888648573,12575,Cdkn1a,ENSMUSG00000023067,H,9
HALLMARK_G2M_CHECKPOINT,6,6/41,199/4395,0.314938423403526,14030/17865/27041/11350/18817/12449,Ewsr1/Mybl2/G3bp1/Abl1/Plk1/Ccnf,ENSMUSG00000009079/ENSMUSG00000017861/ENSMUSG00000018583/ENSMUSG00000026842/ENSMUSG00000030867/ENSMUSG00000072082,H,10
HALLMARK_COAGULATION,4,4/41,141/4395,0.4516519993771245,12263/12334/14066/16971,C2/Capn2/F3/Lrp1,ENSMUSG00000024371/ENSMUSG00000026509/ENSMUSG00000028128/ENSMUSG00000040249,H,10
HALLMARK_MITOTIC_SPINDLE,5,5/41,199/4395,0.4516519993771245,16897/11350/18817/16798/75786,Llgl1/Abl1/Plk1/Lats1/Ckap5,ENSMUSG00000020536/ENSMUSG00000026842/ENSMUSG00000030867/ENSMUSG00000040021/ENSMUSG00000040549,H,10
HALLMARK_HEME_METABOLISM,4,4/41,195/4395,0.6359999019025767,225849/14755/71946/52065,Ppp2r5b/Pigq/Endod1/Mfhas1,ENSMUSG00000024777/ENSMUSG00000025728/ENSMUSG00000037419/ENSMUSG00000070056,H,10
HALLMARK_MYOGENESIS,4,4/41,200/4395,0.6359999019025767,14248/14387/11636/59011,Flii/Gaa/Ak1/Myoz1,ENSMUSG00000002812/ENSMUSG00000025579/ENSMUSG00000026817/ENSMUSG00000068697,H,10
HALLMARK_HYPOXIA,4,4/41,201/4395,0.6359999019025767,14387/14066/110611/15531,Gaa/F3/Hdlbp/Ndst1,ENSMUSG00000025579/ENSMUSG00000028128/ENSMUSG00000034088/ENSMUSG00000054008,H,10
HALLMARK_NOTCH_SIGNALING,1,1/41,32/4395,0.7257600044734559,109689,Arrb1,ENSMUSG00000018909,H,10
HALLMARK_COMPLEMENT,3,3/41,197/4395,0.7257600044734559,12263/14066/16971,C2/F3/Lrp1,ENSMUSG00000024371/ENSMUSG00000028128/ENSMUSG00000040249,H,10
HALLMARK_INFLAMMATORY_RESPONSE,3,3/41,199/4395,0.7257600044734559,14066/54216/16190,F3/Pcdh7/Il4ra,ENSMUSG00000028128/ENSMUSG00000029108/ENSMUSG00000030748,H,10
HALLMARK_E2F_TARGETS,3,3/41,200/4395,0.7257600044734559,17865/17121/18817,Mybl2/Mxd3/Plk1,ENSMUSG00000017861/ENSMUSG00000021485/ENSMUSG00000030867,H,10
HALLMARK_GLYCOLYSIS,3,3/41,200/4395,0.7257600044734559,70601/53418/110611,Ecd/B4galt2/Hdlbp,ENSMUSG00000021810/ENSMUSG00000028541/ENSMUSG00000034088,H,10
HALLMARK_IL2_STAT5_SIGNALING,3,3/41,200/4395,0.7257600044734559,16004/65960/16190,Igf2r/Twsg1/Il4ra,ENSMUSG00000023830/ENSMUSG00000024098/ENSMUSG00000030748,H,10
HALLMARK_MYC_TARGETS_V1,3,3/41,200/4395,0.7257600044734559,69719/27041/27979,Cad/G3bp1/Eif3b,ENSMUSG00000013629/ENSMUSG00000018583/ENSMUSG00000056076,H,10
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,1,1/41,49/4395,0.8180545591689389,76650,Srxn1,ENSMUSG00000032802,H,10
HALLMARK_MYC_TARGETS_V2,1,1/41,58/4395,0.8180545591689389,18817,Plk1,ENSMUSG00000030867,H,10
HALLMARK_UV_RESPONSE_DN,2,2/41,144/4395,0.8180545591689389,12394/14066,Runx1/F3,ENSMUSG00000022952/ENSMUSG00000028128,H,10
HALLMARK_DNA_REPAIR,2,2/41,150/4395,0.8180545591689389,11636/227644,Ak1/Snapc4,ENSMUSG00000026817/ENSMUSG00000036281,H,10
HALLMARK_APOPTOSIS,2,2/41,161/4395,0.8189408678958617,16004/225849,Igf2r/Ppp2r5b,ENSMUSG00000023830/ENSMUSG00000024777,H,10
HALLMARK_IL6_JAK_STAT3_SIGNALING,1,1/41,88/4395,0.8523056496915112,16190,Il4ra,ENSMUSG00000030748,H,10
HALLMARK_PROTEIN_SECRETION,1,1/41,96/4395,0.8523056496915112,16004,Igf2r,ENSMUSG00000023830,H,10
HALLMARK_INTERFERON_ALPHA_RESPONSE,1,1/41,102/4395,0.8523056496915112,16190,Il4ra,ENSMUSG00000030748,H,10
HALLMARK_MTORC1_SIGNALING,2,2/41,200/4395,0.8523056496915112,18817/12449,Plk1/Ccnf,ENSMUSG00000030867/ENSMUSG00000072082,H,10
HALLMARK_P53_PATHWAY,2,2/41,200/4395,0.8523056496915112,11636/102626,Ak1/Mapkapk3,ENSMUSG00000026817/ENSMUSG00000032577,H,10
HALLMARK_ALLOGRAFT_REJECTION,2,2/41,204/4395,0.8523056496915112,12263/16190,C2/Il4ra,ENSMUSG00000024371/ENSMUSG00000030748,H,10
