Description,Count,GeneRatio,BgRatio,p.adjust,ENTREZIDs,SYMBOLs,ENSEMBLIDs,category,subcategory,module
KEGG_ABC_TRANSPORTERS,1,1/44,42/5055,0.6210837711310969,26357,Abcg2,ENSMUSG00000029802,C2,CP:KEGG,12
KEGG_NUCLEOTIDE_EXCISION_REPAIR,1,1/44,43/5055,0.6210837711310969,13870,Ercc1,ENSMUSG00000003549,C2,CP:KEGG,12
KEGG_TYPE_I_DIABETES_MELLITUS,1,1/44,43/5055,0.6210837711310969,110557,H2-Q6,ENSMUSG00000073409,C2,CP:KEGG,12
KEGG_STARCH_AND_SUCROSE_METABOLISM,1,1/44,45/5055,0.6210837711310969,19309,Pygm,ENSMUSG00000032648,C2,CP:KEGG,12
KEGG_AUTOIMMUNE_THYROID_DISEASE,1,1/44,47/5055,0.6210837711310969,110557,H2-Q6,ENSMUSG00000073409,C2,CP:KEGG,12
KEGG_GLUTATHIONE_METABOLISM,1,1/44,48/5055,0.6210837711310969,66447,Mgst3,ENSMUSG00000026688,C2,CP:KEGG,12
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY,1,1/44,49/5055,0.6210837711310969,67486,Polr3g,ENSMUSG00000035834,C2,CP:KEGG,12
KEGG_INOSITOL_PHOSPHATE_METABOLISM,1,1/44,54/5055,0.6210837711310969,72469,Plcd3,ENSMUSG00000020937,C2,CP:KEGG,12
KEGG_ACUTE_MYELOID_LEUKEMIA,1,1/44,57/5055,0.6210837711310969,19015,Ppard,ENSMUSG00000002250,C2,CP:KEGG,12
KEGG_DRUG_METABOLISM_CYTOCHROME_P450,1,1/44,65/5055,0.6210837711310969,66447,Mgst3,ENSMUSG00000026688,C2,CP:KEGG,12
KEGG_P53_SIGNALING_PATHWAY,1,1/44,66/5055,0.6210837711310969,18787,Serpine1,ENSMUSG00000037411,C2,CP:KEGG,12
KEGG_LONG_TERM_POTENTIATION,1,1/44,68/5055,0.6210837711310969,109905,Rap1a,ENSMUSG00000068798,C2,CP:KEGG,12
KEGG_LONG_TERM_DEPRESSION,1,1/44,69/5055,0.6210837711310969,19053,Ppp2cb,ENSMUSG00000009630,C2,CP:KEGG,12
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES,1,1/44,70/5055,0.6210837711310969,18787,Serpine1,ENSMUSG00000037411,C2,CP:KEGG,12
KEGG_PPAR_SIGNALING_PATHWAY,1,1/44,70/5055,0.6210837711310969,19015,Ppard,ENSMUSG00000002250,C2,CP:KEGG,12
KEGG_VIRAL_MYOCARDITIS,1,1/44,70/5055,0.6210837711310969,110557,H2-Q6,ENSMUSG00000073409,C2,CP:KEGG,12
KEGG_ADHERENS_JUNCTION,1,1/44,73/5055,0.6210837711310969,73178,Wasl,ENSMUSG00000029684,C2,CP:KEGG,12
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,1,1/44,74/5055,0.6210837711310969,13511,Dsg2,ENSMUSG00000044393,C2,CP:KEGG,12
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,1,1/44,75/5055,0.6210837711310969,72469,Plcd3,ENSMUSG00000020937,C2,CP:KEGG,12
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,1,1/44,76/5055,0.6210837711310969,100041146,Gm15448,ENSMUSG00000074419,C2,CP:KEGG,12
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION,2,2/44,53/5055,0.6210837711310969,74192/73178,Arpc5l/Wasl,ENSMUSG00000026755/ENSMUSG00000029684,C2,CP:KEGG,12
KEGG_RNA_DEGRADATION,2,2/44,57/5055,0.6210837711310969,66362/67207,Exosc3/Lsm1,ENSMUSG00000028322/ENSMUSG00000037296,C2,CP:KEGG,12
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY,2,2/44,59/5055,0.6210837711310969,14825/20310,Cxcl1/Cxcl2,ENSMUSG00000029380/ENSMUSG00000058427,C2,CP:KEGG,12
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450,2,2/44,63/5055,0.6210837711310969,66447/13107,Mgst3/Cyp2f2,ENSMUSG00000026688/ENSMUSG00000052974,C2,CP:KEGG,12
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,2,2/44,69/5055,0.6210837711310969,15512/110557,Hspa2/H2-Q6,ENSMUSG00000059970/ENSMUSG00000073409,C2,CP:KEGG,12
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,2,2/44,69/5055,0.6210837711310969,14825/20310,Cxcl1/Cxcl2,ENSMUSG00000029380/ENSMUSG00000058427,C2,CP:KEGG,12
KEGG_RENAL_CELL_CARCINOMA,2,2/44,70/5055,0.6210837711310969,109905/67923,Rap1a/Eloc,ENSMUSG00000068798/ENSMUSG00000079658,C2,CP:KEGG,12
KEGG_TGF_BETA_SIGNALING_PATHWAY,2,2/44,84/5055,0.6210837711310969,19053/66313,Ppp2cb/Smurf2,ENSMUSG00000009630/ENSMUSG00000018363,C2,CP:KEGG,12
KEGG_PYRIMIDINE_METABOLISM,2,2/44,95/5055,0.6210837711310969,110074/67486,Dut/Polr3g,ENSMUSG00000027203/ENSMUSG00000035834,C2,CP:KEGG,12
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION,2,2/44,114/5055,0.6210837711310969,22323/109905,Vasp/Rap1a,ENSMUSG00000030403/ENSMUSG00000068798,C2,CP:KEGG,12
KEGG_LYSOSOME,2,2/44,119/5055,0.6210837711310969,214505/235504,Gnptg/Slc17a5,ENSMUSG00000035521/ENSMUSG00000049624,C2,CP:KEGG,12
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,2,2/44,120/5055,0.6210837711310969,110557/545378,H2-Q6/Sh2d1b2,ENSMUSG00000073409/ENSMUSG00000073494,C2,CP:KEGG,12
KEGG_WNT_SIGNALING_PATHWAY,2,2/44,147/5055,0.6210837711310969,19015/19053,Ppard/Ppp2cb,ENSMUSG00000002250/ENSMUSG00000009630,C2,CP:KEGG,12
KEGG_CALCIUM_SIGNALING_PATHWAY,2,2/44,174/5055,0.6210837711310969,72469/11554,Plcd3/Adrb1,ENSMUSG00000020937/ENSMUSG00000035283,C2,CP:KEGG,12
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS,3,3/44,95/5055,0.6210837711310969,74192/73178/22323,Arpc5l/Wasl/Vasp,ENSMUSG00000026755/ENSMUSG00000029684/ENSMUSG00000030403,C2,CP:KEGG,12
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS,3,3/44,132/5055,0.6210837711310969,66313/218793/67923,Smurf2/Ube2e2/Eloc,ENSMUSG00000018363/ENSMUSG00000058317/ENSMUSG00000079658,C2,CP:KEGG,12
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,3,3/44,243/5055,0.6210837711310969,20302/14825/20310,Ccl3/Cxcl1/Cxcl2,ENSMUSG00000000982/ENSMUSG00000029380/ENSMUSG00000058427,C2,CP:KEGG,12
KEGG_PURINE_METABOLISM,4,4/44,156/5055,0.6210837711310969,18160/19139/67486/11534,Npr1/Prps1/Polr3g/Adk,ENSMUSG00000027931/ENSMUSG00000031432/ENSMUSG00000035834/ENSMUSG00000039197,C2,CP:KEGG,12
KEGG_ENDOCYTOSIS,4,4/44,182/5055,0.6210837711310969,66313/11554/15512/110557,Smurf2/Adrb1/Hspa2/H2-Q6,ENSMUSG00000018363/ENSMUSG00000035283/ENSMUSG00000059970/ENSMUSG00000073409,C2,CP:KEGG,12
KEGG_CHEMOKINE_SIGNALING_PATHWAY,5,5/44,176/5055,0.6210837711310969,20302/14825/73178/20310/109905,Ccl3/Cxcl1/Wasl/Cxcl2/Rap1a,ENSMUSG00000000982/ENSMUSG00000029380/ENSMUSG00000029684/ENSMUSG00000058427/ENSMUSG00000068798,C2,CP:KEGG,12
KEGG_FOCAL_ADHESION,2,2/44,197/5055,0.6457948196413028,22323/109905,Vasp/Rap1a,ENSMUSG00000030403/ENSMUSG00000068798,C2,CP:KEGG,12
KEGG_GAP_JUNCTION,1,1/44,86/5055,0.6527452777738808,11554,Adrb1,ENSMUSG00000035283,C2,CP:KEGG,12
KEGG_DILATED_CARDIOMYOPATHY,1,1/44,89/5055,0.6544492097926673,11554,Adrb1,ENSMUSG00000035283,C2,CP:KEGG,12
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,2,2/44,210/5055,0.6544492097926673,74192/73178,Arpc5l/Wasl,ENSMUSG00000026755/ENSMUSG00000029684,C2,CP:KEGG,12
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,1,1/44,96/5055,0.6666620984372114,20302,Ccl3,ENSMUSG00000000982,C2,CP:KEGG,12
KEGG_OOCYTE_MEIOSIS,1,1/44,108/5055,0.7056689361491101,19053,Ppp2cb,ENSMUSG00000009630,C2,CP:KEGG,12
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION,1,1/44,113/5055,0.7068022830575683,18160,Npr1,ENSMUSG00000027931,C2,CP:KEGG,12
KEGG_SPLICEOSOME,1,1/44,123/5055,0.7068022830575683,15512,Hspa2,ENSMUSG00000059970,C2,CP:KEGG,12
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,1,1/44,125/5055,0.7068022830575683,109905,Rap1a,ENSMUSG00000068798,C2,CP:KEGG,12
KEGG_CELL_ADHESION_MOLECULES_CAMS,1,1/44,129/5055,0.7068022830575683,110557,H2-Q6,ENSMUSG00000073409,C2,CP:KEGG,12
KEGG_TIGHT_JUNCTION,1,1/44,131/5055,0.7068022830575683,19053,Ppp2cb,ENSMUSG00000009630,C2,CP:KEGG,12
KEGG_MAPK_SIGNALING_PATHWAY,2,2/44,263/5055,0.7068022830575683,15512/109905,Hspa2/Rap1a,ENSMUSG00000059970/ENSMUSG00000068798,C2,CP:KEGG,12
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,2,2/44,266/5055,0.7068022830575683,11554/20608,Adrb1/Sstr4,ENSMUSG00000035283/ENSMUSG00000037014,C2,CP:KEGG,12
KEGG_INSULIN_SIGNALING_PATHWAY,1,1/44,135/5055,0.7077747374337556,19309,Pygm,ENSMUSG00000032648,C2,CP:KEGG,12
KEGG_PATHWAYS_IN_CANCER,2,2/44,337/5055,0.802258452070529,19015/67923,Ppard/Eloc,ENSMUSG00000002250/ENSMUSG00000079658,C2,CP:KEGG,12
KEGG_LYSOSOME,10,10/46,119/5055,5.066294957870724e-6,14667/11432/19156/17159/14420/13030/211286/18174/110173/52120,Gm2a/Acp2/Psap/Man2b1/Galc/Ctsb/Cln5/Slc11a2/Manba/Hgsnat,ENSMUSG00000000594/ENSMUSG00000002103/ENSMUSG00000004207/ENSMUSG00000005142/ENSMUSG00000021003/ENSMUSG00000021939/ENSMUSG00000022125/ENSMUSG00000023030/ENSMUSG00000028164/ENSMUSG00000037260,C2,CP:KEGG,13
KEGG_OTHER_GLYCAN_DEGRADATION,2,2/46,16/5055,0.2121626884707827,17159/110173,Man2b1/Manba,ENSMUSG00000005142/ENSMUSG00000028164,C2,CP:KEGG,13
KEGG_N_GLYCAN_BIOSYNTHESIS,3,3/46,45/5055,0.2121626884707827,14595/103963/230815,B4galt1/Rpn1/Man1c1,ENSMUSG00000028413/ENSMUSG00000030062/ENSMUSG00000037306,C2,CP:KEGG,13
KEGG_SULFUR_METABOLISM,1,1/46,10/5055,0.523460884538126,23971,Papss1,ENSMUSG00000028032,C2,CP:KEGG,13
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES,1,1/46,14/5055,0.523460884538126,26879,B3galnt1,ENSMUSG00000043300,C2,CP:KEGG,13
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE,1,1/46,15/5055,0.523460884538126,14595,B4galt1,ENSMUSG00000028413,C2,CP:KEGG,13
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES,1,1/46,15/5055,0.523460884538126,50935,St6galnac6,ENSMUSG00000026811,C2,CP:KEGG,13
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM,1,1/46,16/5055,0.523460884538126,11428,Aco1,ENSMUSG00000028405,C2,CP:KEGG,13
KEGG_RIBOFLAVIN_METABOLISM,1,1/46,16/5055,0.523460884538126,11432,Acp2,ENSMUSG00000002103,C2,CP:KEGG,13
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS,1,1/46,21/5055,0.523460884538126,76267,Fads1,ENSMUSG00000010663,C2,CP:KEGG,13
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION,1,1/46,21/5055,0.523460884538126,52120,Hgsnat,ENSMUSG00000037260,C2,CP:KEGG,13
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM,1,1/46,22/5055,0.523460884538126,22235,Ugdh,ENSMUSG00000029201,C2,CP:KEGG,13
KEGG_NITROGEN_METABOLISM,1,1/46,22/5055,0.523460884538126,14661,Glud1,ENSMUSG00000021794,C2,CP:KEGG,13
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION,1,1/46,22/5055,0.523460884538126,14661,Glud1,ENSMUSG00000021794,C2,CP:KEGG,13
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,1,1/46,23/5055,0.523460884538126,14595,B4galt1,ENSMUSG00000028413,C2,CP:KEGG,13
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS,1,1/46,24/5055,0.523460884538126,22235,Ugdh,ENSMUSG00000029201,C2,CP:KEGG,13
KEGG_PROTEIN_EXPORT,1,1/46,24/5055,0.523460884538126,53421,Sec61a1,ENSMUSG00000030082,C2,CP:KEGG,13
KEGG_GALACTOSE_METABOLISM,1,1/46,26/5055,0.523460884538126,14595,B4galt1,ENSMUSG00000028413,C2,CP:KEGG,13
KEGG_SELENOAMINO_ACID_METABOLISM,1,1/46,26/5055,0.523460884538126,23971,Papss1,ENSMUSG00000028032,C2,CP:KEGG,13
KEGG_STARCH_AND_SUCROSE_METABOLISM,2,2/46,45/5055,0.523460884538126,22235/110078,Ugdh/Pygb,ENSMUSG00000029201/ENSMUSG00000033059,C2,CP:KEGG,13
KEGG_LEISHMANIA_INFECTION,2,2/46,65/5055,0.523460884538126,14129/17969,Fcgr1/Ncf1,ENSMUSG00000015947/ENSMUSG00000015950,C2,CP:KEGG,13
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,2,2/46,74/5055,0.523460884538126,16419/13346,Itgb5/Des,ENSMUSG00000022817/ENSMUSG00000026208,C2,CP:KEGG,13
KEGG_HEMATOPOIETIC_CELL_LINEAGE,2,2/46,81/5055,0.523460884538126,14129/17311,Fcgr1/Kitl,ENSMUSG00000015947/ENSMUSG00000019966,C2,CP:KEGG,13
KEGG_APOPTOSIS,2,2/46,82/5055,0.523460884538126,73914/19085,Irak3/Prkar1b,ENSMUSG00000020227/ENSMUSG00000025855,C2,CP:KEGG,13
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM,2,2/46,83/5055,0.523460884538126,16419/13346,Itgb5/Des,ENSMUSG00000022817/ENSMUSG00000026208,C2,CP:KEGG,13
KEGG_DILATED_CARDIOMYOPATHY,2,2/46,89/5055,0.523460884538126,16419/13346,Itgb5/Des,ENSMUSG00000022817/ENSMUSG00000026208,C2,CP:KEGG,13
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS,2,2/46,95/5055,0.523460884538126,14129/17969,Fcgr1/Ncf1,ENSMUSG00000015947/ENSMUSG00000015950,C2,CP:KEGG,13
KEGG_INSULIN_SIGNALING_PATHWAY,3,3/46,135/5055,0.523460884538126,19085/17346/110078,Prkar1b/Mknk1/Pygb,ENSMUSG00000025855/ENSMUSG00000028708/ENSMUSG00000033059,C2,CP:KEGG,13
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,4,4/46,243/5055,0.523460884538126,11482/17311/21934/15234,Acvrl1/Kitl/Tnfrsf11a/Hgf,ENSMUSG00000000530/ENSMUSG00000019966/ENSMUSG00000026321/ENSMUSG00000028864,C2,CP:KEGG,13
KEGG_CITRATE_CYCLE_TCA_CYCLE,1,1/46,30/5055,0.5666518334057489,11428,Aco1,ENSMUSG00000028405,C2,CP:KEGG,13
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM,1,1/46,31/5055,0.5666518334057489,14661,Glud1,ENSMUSG00000021794,C2,CP:KEGG,13
KEGG_BASE_EXCISION_REPAIR,1,1/46,33/5055,0.5793846525183366,71726,Smug1,ENSMUSG00000036061,C2,CP:KEGG,13
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS,2,2/46,117/5055,0.6204000098954685,14129/20822,Fcgr1/Ro60,ENSMUSG00000015947/ENSMUSG00000018199,C2,CP:KEGG,13
KEGG_SPHINGOLIPID_METABOLISM,1,1/46,39/5055,0.6282220628504608,14420,Galc,ENSMUSG00000021003,C2,CP:KEGG,13
KEGG_FATTY_ACID_METABOLISM,1,1/46,41/5055,0.6361696012586066,12894,Cpt1a,ENSMUSG00000024900,C2,CP:KEGG,13
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,1,1/46,44/5055,0.6505978375422639,22235,Ugdh,ENSMUSG00000029201,C2,CP:KEGG,13
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS,2,2/46,132/5055,0.6505978375422639,52206/107568,Anapc4/Wwp1,ENSMUSG00000029176/ENSMUSG00000041058,C2,CP:KEGG,13
KEGG_DRUG_METABOLISM_OTHER_ENZYMES,1,1/46,49/5055,0.661311149098959,22247,Umps,ENSMUSG00000022814,C2,CP:KEGG,13
KEGG_ARGININE_AND_PROLINE_METABOLISM,1,1/46,52/5055,0.661311149098959,14661,Glud1,ENSMUSG00000021794,C2,CP:KEGG,13
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION,1,1/46,53/5055,0.661311149098959,22145,Tuba4a,ENSMUSG00000026202,C2,CP:KEGG,13
KEGG_VIBRIO_CHOLERAE_INFECTION,1,1/46,53/5055,0.661311149098959,53421,Sec61a1,ENSMUSG00000030082,C2,CP:KEGG,13
KEGG_INOSITOL_PHOSPHATE_METABOLISM,1,1/46,54/5055,0.661311149098959,20975,Synj2,ENSMUSG00000023805,C2,CP:KEGG,13
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY,1,1/46,67/5055,0.6701727222254601,12894,Cpt1a,ENSMUSG00000024900,C2,CP:KEGG,13
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,1,1/46,69/5055,0.6701727222254601,13030,Ctsb,ENSMUSG00000021939,C2,CP:KEGG,13
KEGG_PPAR_SIGNALING_PATHWAY,1,1/46,70/5055,0.6701727222254601,12894,Cpt1a,ENSMUSG00000024900,C2,CP:KEGG,13
KEGG_RENAL_CELL_CARCINOMA,1,1/46,70/5055,0.6701727222254601,15234,Hgf,ENSMUSG00000028864,C2,CP:KEGG,13
KEGG_MELANOMA,1,1/46,71/5055,0.6701727222254601,15234,Hgf,ENSMUSG00000028864,C2,CP:KEGG,13
KEGG_ADHERENS_JUNCTION,1,1/46,73/5055,0.6701727222254601,71740,Nectin4,ENSMUSG00000006411,C2,CP:KEGG,13
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,1,1/46,75/5055,0.6701727222254601,20975,Synj2,ENSMUSG00000023805,C2,CP:KEGG,13
KEGG_VEGF_SIGNALING_PATHWAY,1,1/46,75/5055,0.6701727222254601,102626,Mapkapk3,ENSMUSG00000032577,C2,CP:KEGG,13
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM,1,1/46,76/5055,0.6701727222254601,14712,Gnpat,ENSMUSG00000031985,C2,CP:KEGG,13
KEGG_PEROXISOME,1,1/46,78/5055,0.6701727222254601,14712,Gnpat,ENSMUSG00000031985,C2,CP:KEGG,13
KEGG_ECM_RECEPTOR_INTERACTION,1,1/46,83/5055,0.6701727222254601,16419,Itgb5,ENSMUSG00000022817,C2,CP:KEGG,13
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION,1,1/46,83/5055,0.6701727222254601,52206,Anapc4,ENSMUSG00000029176,C2,CP:KEGG,13
KEGG_TGF_BETA_SIGNALING_PATHWAY,1,1/46,84/5055,0.6701727222254601,11482,Acvrl1,ENSMUSG00000000530,C2,CP:KEGG,13
KEGG_GAP_JUNCTION,1,1/46,86/5055,0.6701727222254601,22145,Tuba4a,ENSMUSG00000026202,C2,CP:KEGG,13
KEGG_ENDOCYTOSIS,2,2/46,182/5055,0.6701727222254601,11772/107568,Ap2a2/Wwp1,ENSMUSG00000002957/ENSMUSG00000041058,C2,CP:KEGG,13
KEGG_FOCAL_ADHESION,2,2/46,197/5055,0.6701727222254601,16419/15234,Itgb5/Hgf,ENSMUSG00000022817/ENSMUSG00000028864,C2,CP:KEGG,13
KEGG_PYRIMIDINE_METABOLISM,1,1/46,95/5055,0.695433323754253,22247,Umps,ENSMUSG00000022814,C2,CP:KEGG,13
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,1,1/46,96/5055,0.695433323754253,142980,Tlr3,ENSMUSG00000031639,C2,CP:KEGG,13
KEGG_MELANOGENESIS,1,1/46,99/5055,0.697266719595644,17311,Kitl,ENSMUSG00000019966,C2,CP:KEGG,13
KEGG_OOCYTE_MEIOSIS,1,1/46,108/5055,0.7230100641930286,52206,Anapc4,ENSMUSG00000029176,C2,CP:KEGG,13
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION,1,1/46,114/5055,0.7341912721605363,17969,Ncf1,ENSMUSG00000015950,C2,CP:KEGG,13
KEGG_CELL_CYCLE,1,1/46,123/5055,0.7488592567761733,52206,Anapc4,ENSMUSG00000029176,C2,CP:KEGG,13
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,1,1/46,125/5055,0.7488592567761733,73914,Irak3,ENSMUSG00000020227,C2,CP:KEGG,13
KEGG_MAPK_SIGNALING_PATHWAY,2,2/46,263/5055,0.7525693585593277,17346/102626,Mknk1/Mapkapk3,ENSMUSG00000028708/ENSMUSG00000032577,C2,CP:KEGG,13
KEGG_PURINE_METABOLISM,1,1/46,156/5055,0.8107564415951642,23971,Papss1,ENSMUSG00000028032,C2,CP:KEGG,13
KEGG_HUNTINGTONS_DISEASE,1,1/46,172/5055,0.8288951471877058,11772,Ap2a2,ENSMUSG00000002957,C2,CP:KEGG,13
KEGG_CHEMOKINE_SIGNALING_PATHWAY,1,1/46,176/5055,0.8288951471877058,17969,Ncf1,ENSMUSG00000015950,C2,CP:KEGG,13
KEGG_PATHWAYS_IN_CANCER,2,2/46,337/5055,0.8337020107858899,17311/15234,Kitl/Hgf,ENSMUSG00000019966/ENSMUSG00000028864,C2,CP:KEGG,13
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,1,1/46,210/5055,0.8592453858052393,16419,Itgb5,ENSMUSG00000022817,C2,CP:KEGG,13
KEGG_PARKINSONS_DISEASE,6,6/52,123/5055,0.11523969189190142,22213/17991/22187/17717/17721/17722,Ube2g2/Ndufa2/Ubb/ND2/ND5/ND6,ENSMUSG00000009293/ENSMUSG00000014294/ENSMUSG00000019505/ENSMUSG00000064345/ENSMUSG00000064367/ENSMUSG00000064368,C2,CP:KEGG,14
KEGG_GRAFT_VERSUS_HOST_DISEASE,3,3/52,36/5055,0.14606122459979545,14102/15018/14964,Fas/H2-Q7/H2-D1,ENSMUSG00000024778/ENSMUSG00000060550/ENSMUSG00000073411,C2,CP:KEGG,14
KEGG_ALLOGRAFT_REJECTION,3,3/52,37/5055,0.14606122459979545,14102/15018/14964,Fas/H2-Q7/H2-D1,ENSMUSG00000024778/ENSMUSG00000060550/ENSMUSG00000073411,C2,CP:KEGG,14
KEGG_TYROSINE_METABOLISM,3,3/52,41/5055,0.14606122459979545,17161/14085/56441,Maoa/Fah/Naa80,ENSMUSG00000025037/ENSMUSG00000030630/ENSMUSG00000079334,C2,CP:KEGG,14
KEGG_TYPE_I_DIABETES_MELLITUS,3,3/52,43/5055,0.14606122459979545,14102/15018/14964,Fas/H2-Q7/H2-D1,ENSMUSG00000024778/ENSMUSG00000060550/ENSMUSG00000073411,C2,CP:KEGG,14
KEGG_AUTOIMMUNE_THYROID_DISEASE,3,3/52,47/5055,0.1553903791297068,14102/15018/14964,Fas/H2-Q7/H2-D1,ENSMUSG00000024778/ENSMUSG00000060550/ENSMUSG00000073411,C2,CP:KEGG,14
KEGG_PHENYLALANINE_METABOLISM,2,2/52,19/5055,0.17458684439142275,17161/56441,Maoa/Naa80,ENSMUSG00000025037/ENSMUSG00000079334,C2,CP:KEGG,14
KEGG_HISTIDINE_METABOLISM,2,2/52,30/5055,0.22387761722090374,17161/338403,Maoa/Cndp1,ENSMUSG00000025037/ENSMUSG00000056162,C2,CP:KEGG,14
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY,3,3/52,63/5055,0.22387761722090374,18033/18036/100038882,Nfkb1/Nfkbib/Isg15,ENSMUSG00000028163/ENSMUSG00000030595/ENSMUSG00000035692,C2,CP:KEGG,14
KEGG_LEISHMANIA_INFECTION,3,3/52,65/5055,0.22387761722090374,18033/18036/21808,Nfkb1/Nfkbib/Tgfb2,ENSMUSG00000028163/ENSMUSG00000030595/ENSMUSG00000039239,C2,CP:KEGG,14
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY,3,3/52,67/5055,0.22387761722090374,18976/18033/18036,Pomc/Nfkb1/Nfkbib,ENSMUSG00000020660/ENSMUSG00000028163/ENSMUSG00000030595,C2,CP:KEGG,14
KEGG_PANCREATIC_CANCER,3,3/52,70/5055,0.22387761722090374,19765/18033/21808,Ralbp1/Nfkb1/Tgfb2,ENSMUSG00000024096/ENSMUSG00000028163/ENSMUSG00000039239,C2,CP:KEGG,14
KEGG_CHRONIC_MYELOID_LEUKEMIA,3,3/52,73/5055,0.22387761722090374,12575/18033/21808,Cdkn1a/Nfkb1/Tgfb2,ENSMUSG00000023067/ENSMUSG00000028163/ENSMUSG00000039239,C2,CP:KEGG,14
KEGG_OXIDATIVE_PHOSPHORYLATION,4,4/52,127/5055,0.22387761722090374,17991/17717/17721/17722,Ndufa2/ND2/ND5/ND6,ENSMUSG00000014294/ENSMUSG00000064345/ENSMUSG00000064367/ENSMUSG00000064368,C2,CP:KEGG,14
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM,2,2/52,34/5055,0.24243592138718248,22122/110119,Tsta3/Mpi,ENSMUSG00000022570/ENSMUSG00000032306,C2,CP:KEGG,14
KEGG_APOPTOSIS,3,3/52,82/5055,0.2479059100158713,14102/12368/18033,Fas/Casp6/Nfkb1,ENSMUSG00000024778/ENSMUSG00000027997/ENSMUSG00000028163,C2,CP:KEGG,14
KEGG_BLADDER_CANCER,2,2/52,42/5055,0.302598735862981,12575/13144,Cdkn1a/Dapk3,ENSMUSG00000023067/ENSMUSG00000034974,C2,CP:KEGG,14
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,2,2/52,44/5055,0.302598735862981,22122/110119,Tsta3/Mpi,ENSMUSG00000022570/ENSMUSG00000032306,C2,CP:KEGG,14
KEGG_PROTEASOME,2,2/52,44/5055,0.302598735862981,26446/16912,Psmb3/Psmb9,ENSMUSG00000069744/ENSMUSG00000096727,C2,CP:KEGG,14
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY,2,2/52,49/5055,0.3460904212081121,18033/18036,Nfkb1/Nfkbib,ENSMUSG00000028163/ENSMUSG00000030595,C2,CP:KEGG,14
